project_name,property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,area_type,parking,covered_parking,open_parking,extra_room,pooja_room,servant_room,study_room,extra_rooms,furnished_status,property_status,marble_floor,lat,long_,property_link,property_description,builtup_area
,house,"3 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,7000000.0,3888.0,1800,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Study Room,0.0,0.0,1.0,0.0,semi-furnished,Ready To Move,,26.963318777494827,75.67992579191923,https://www.squareyards.com/resale-3-bhk-study-room-1800-sq-ft-independent-house-in-kalwar-road/8754906,"Nestled in the vibrant locality of Kalwar Road, Jaipur, this stunning independent house is an exceptional opportunity for those seeking a perfect blend of comfort and modern living.Priced at an attractive 70 lakh, this semifurnished property spans an impressive area of 1800 square feet, offering ample space for families to thrive. With three spacious bedrooms and three wellappointed bathrooms, this",1800.0
,house,"4 BHK House for Sale in Ansals Sushant City I, Jaipur",other, Ansals Sushant City I,7100000.0,7888.0,900,4.0,4.0,Plot Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,,26.97671007466293,75.65862938761711,https://www.squareyards.com/resale-4-bhk-100-sq-yd-independent-house-in-ansals-sushant-city-i/8484098,"Discover the charm of modern living in this exquisite independent house located in the prestigious Ansal Sushant City I, Jaipur.Priced at an attractive 71 Lac, this elegantly furnished property spans an area of 100 square yards and offers a perfect blend of comfort and luxury. Boasting a road view, the house welcomes you with an inviting facade that hints at",630.0
,house,"3 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,5200000.0,5205.0,999,3.0,2.0,Plot Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,semi-furnished,Ready To Move,,26.952882,75.699332,https://www.squareyards.com/resale-3-bhk-111-sq-yd-independent-house-in-kalwar-road/8543042,"Discover the charm of modern living in this exquisite semifurnished independent house located in the vibrant locality of Kalwar Road, Jaipur.Priced attractively at 52 lakh, this newly constructed home boasts a generous area of 111 square yards, making it an ideal choice for families seeking comfort and convenience. The property features three spacious bedrooms and two wellappointed bathrooms, providing ample",699.3
SB Heights,house,"6+ BHK House for Sale in Ganatpura, Jaipur",mansarovar, Ganatpura,12500000.0,8928.0,1400,6.0,2.0,Built-up Area,1 Covered Parking,1.0,0.0,Pooja Room +3,1.0,0.0,0.0,3.0,furnished,Ready To Move,,,,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-study-room-extra-room-1400-sq-ft-independent-house-in-sb-heights/8162954,"Discover the charm of this exquisite independent house nestled in the tranquil locality of Ganatpura, Jaipur.This beautifully furnished property offers an impressive 1,400 square feet of living space, making it an ideal choice for families or investors seeking a spacious home. Priced at  crore, this residence features over six generous bedrooms and two wellappointed bathrooms, ensuring plenty of room",1400.0
,house,"2 BHK House for Sale in Agra Road, Jaipur",agra road, Agra Road,2500000.0,5555.0,450,2.0,2.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room,1.0,0.0,0.0,0.0,unfurnished,Ready To Move,,26.910886,75.836321,https://www.squareyards.com/resale-2-bhk-pooja-room-50-sq-yd-independent-house-in-agra-road/9388623,"For those looking to invest wisely or find a secure place to call home in Jaipur, this 2-bedroom independent house on Agra Road presents a compelling option.Priced at 25 lakh, this unfurnished property spans 50 square yards and offers a road view, perfect for those who appreciate an active street outlook. Built by a reputed builder, you can be assured",450.0
,house,"5 BHK House for Sale in Chitrakoot, Jaipur",chitrakoot, Chitrakoot,85000000.0,281456.0,302,5.0,6.0,Plot Area,3 Covered + 1 Open,3.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,furnished,Ready To Move,,26.90009838095497,75.73542639613152,https://www.squareyards.com/resale-5-bhk-pooja-room-servant-room-study-room-extra-room-302-sq-ft-independent-house-in-jaipur-property-n-dream-h/8240887,"Nestled in the serene locality of Chitrakoot, Jaipur, this stunning independent house is a rare gem that exemplifies luxury living.Priced at  crore, this furnished masterpiece spans across an impressive area of 302 square feet, offering a perfect blend of comfort and elegance. As you step into this exquisite home, you will immediately be captivated by its modern design and",211.4
,house,"5 BHK House for Sale in Hanuman Nagar Extension, Jaipur",hanuman nagar, Hanuman Nagar Extension,57100000.0,31722.0,1800,5.0,6.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,26.92514058631144,75.73370777070522,,,1260.0
,house,"5 BHK House for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,85000000.0,28361.0,2997,5.0,6.0,Plot Area,2 Covered + 2 Open,2.0,2.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,26.918456870416986,75.75023151934147,,,2097.9
,house,"5 BHK House for Sale in Dhawas, Jaipur",dhawas, Dhawas,37500000.0,20226.0,1854,5.0,5.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.889932883043823,75.72211023420095,,,1297.8
,house,"5 BHK House for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,52100000.0,10420.0,5000,5.0,6.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.908170145819064,75.71316137909889,,,5000.0
,house,"5 BHK House for Sale in Jagdamba Nagar, Jaipur",vaishali nagar, Jagdamba Nagar,49500000.0,19298.0,2565,5.0,6.0,Plot Area,2 Covered + 2 Open,2.0,2.0,Pooja Room +2,1.0,0.0,0.0,2.0,furnished,Ready To Move,,26.88996816799655,75.72773315012455,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-extra-room-285-sq-yd-independent-house-in-jaipur-property-n-dream-h/9228347,"This furnished 5-bedroom, 6-bathroom independent house in Jagdamba Nagar, Jaipur offers a complete package for luxurious living, available for sale at 4.95 crore.Spanning 285 square yards with a desirable road view, this home comes with two dedicated parking spaces and is part of a project that boasts an impressive array of amenities including kids` play areas, central Wi-Fi, an attached",1795.5
,house,"5 BHK House for Sale in Dhawas, Jaipur",dhawas, Dhawas,47100000.0,20767.0,2268,5.0,5.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,furnished,Ready To Move,,26.8899328830438,75.722110234201,https://www.squareyards.com/resale-5-bhk-pooja-room-servant-room-study-room-252-sq-yd-independent-house-in-jaipur-property-n-dream-h/9130901,"Securing a family home in the popular Dhawas area of Jaipur is now within reach with this splendid 5-bedroom, 5-bathroom independent house, offered at 4.71 crore.This furnished residence, spread across 252 square yards and facing the road, boasts an array of amenities designed for comfortable and convenient living, including a clubhouse, kids` play areas, a restaurant, and 24x7 security for",1587.6
,house,"5 BHK House for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,100000000.0,18181.0,5500,5.0,5.0,Saleable Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.910409459753065,75.73496840894222,,,4782.0
,house,"6 BHK House for Sale in Hanuman Nagar Extension, Jaipur",hanuman nagar, Hanuman Nagar Extension,50000000.0,23148.0,2160,6.0,6.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,furnished,Ready To Move,,26.92132106962444,75.72979811578989,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-study-room-extra-room-240-sq-yd-independent-house-in-jaipur-property-n-dream-h/9151865,"A standout 6-bedroom, 6-bathroom independent house in Jaipur Hanuman Nagar Extension is available for sale at 5 crore, boasting 240 square yards of living space and a welcoming community view.This recently constructed home, less than a year old, comes fully furnished and offers an impressive array of amenities designed for comfort and convenience, including central AC and Wi-Fi, 24x7 security,",1512.0
,house,"5 BHK House for Sale in Sodala, Jaipur",sodala, Sodala,52500000.0,20833.0,2520,5.0,5.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.901944679508063,75.77467113733292,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-extra-room-280-sq-yd-independent-house-in-jaipur-property-n-dream-h/8583223,"Discover an exceptional opportunity to own a stunning independent house in the vibrant locality of Sodala, Jaipur.Priced at an attractive  crore, this luxurious residence spans an impressive area of 280 square yards and boasts a community view that enhances its charm. With a modern design and an age of just 01 years, this property is perfect for those seeking",1764.0
,house,"6 BHK House for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,52500000.0,21929.0,2394,6.0,6.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,furnished,Ready To Move,,26.9213210696244,75.7297981157899,https://www.squareyards.com/resale-6-bhk-pooja-room-study-room-extra-room-266-sq-yd-independent-house-in-apni-zameen-apna-aasman/9248656,"This magnificent 6-bedroom furnished independent house on Sirsi Road in Jaipur presents a wonderful chance for a family looking to settle into a spacious and amenity-rich home.Spanning 266 square yards with a pleasant road view, this property is perfect for those who value both comfort and convenience, priced at 5.25 crore. You will find every imaginable convenience here, from a",1675.8
,house,"4 BHK House for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,35100000.0,19500.0,1800,4.0,5.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +1,1.0,0.0,0.0,1.0,semi-furnished,Ready To Move,,26.91156348136487,75.72691205888987,,,1260.0
,house,"4 BHK House for Sale in Shyam Nagar, Jaipur",central jaipur, Shyam Nagar,67500000.0,12980.0,5200,4.0,6.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8918570929819,75.7597818598151,https://www.squareyards.com/resale-4-bhk-5200-sq-ft-independent-house-in-shyam-nagar/9513903,"Secure a truly remarkable living experience in Shyam Nagar, Jaipur, with this furnished independent house now available for sale at 6.75 crore.Spread across a generous 5200 square feet, this property offers four spacious bedrooms and six bathrooms, ensuring ample room for your family and guests. The home comes complete with built-in wardrobes and walk-in closets, making organization a breeze. Enjoy",5200.0
,house,"4 BHK House for Sale in Nirman Nagar, Jaipur",nirman nagar, Nirman Nagar,45000000.0,31250.0,1440,4.0,5.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +1,1.0,0.0,0.0,1.0,semi-furnished,Ready To Move,,26.891301811519963,75.74249301105738,,,1008.0
,house,"5 BHK House for Sale in Narayan Vihar, Jaipur",other, Narayan Vihar,29000000.0,20393.0,1422,5.0,5.0,Plot Area,2 Covered + 2 Open,2.0,2.0,Pooja Room +1,1.0,0.0,0.0,1.0,furnished,Ready To Move,,26.86410822119416,75.71609202772379,https://www.squareyards.com/resale-5-bhk-pooja-room-study-room-158-sq-yd-independent-house-in-jaipur-property-n-dream-h/9032305,"A spacious and fully furnished 5-bedroom, 5-bathroom independent house in Jaipurs Narayan Vihar presents a fantastic living opportunity.This property, spanning 158 square yards with a community view, comes with 2 parking spaces and is situated within a building that features 3 floors. You will appreciate the extensive list of amenities designed for comfort and convenience, including kids` play areas, an",995.4
,house,"4 BHK House for Sale in Tonk Road, Jaipur",pratap nagar, Tonk Road,85000000.0,31481.0,2700,4.0,6.0,Plot Area,2 Covered + 2 Open,2.0,2.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.83386105225973,75.7939988002181,,,1890.0
,house,"5 BHK House for Sale in Hanuman Nagar, Jaipur",hanuman nagar, Hanuman Nagar,135000000.0,37500.0,3600,5.0,6.0,Plot Area,2 Covered + 2 Open,2.0,2.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.91566046175801,75.7478741928935,,,2520.0
,house,"4 BHK House for Sale in Vidhyut Nagar, Jaipur",vaishali nagar, Vidhyut Nagar,55100000.0,12813.0,4300,4.0,5.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.90056810608935,75.75142811983824,,,4300.0
,house,"5 BHK House for Sale in Mansarovar Extension, Jaipur",mansarovar, Mansarovar Extension,42100000.0,10525.0,4000,5.0,6.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +1,1.0,0.0,0.0,1.0,semi-furnished,Ready To Move,,26.851186948129342,75.76469365507364,,,4000.0
Somya Sky Legend,house,"4 BHK House for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,17500000.0,7954.0,2200,4.0,4.0,Built-up Area,,0.0,0.0,Extra Room,0.0,0.0,0.0,1.0,semi-furnished,Ready To Move,Marble Flooring,,,https://www.squareyards.com/resale-4-bhk-extra-room-2200-sq-ft-independent-house-in-somya-sky-legend/8866045,"Discover a splendid opportunity to own an exquisite independent house in the heart of Jagatpura, Jaipur.Nestled in the desirable Somya Sky Legend project, this semifurnished property spans an impressive 2,200 square feet and is thoughtfully designed to offer a serene living experience with a delightful garden view. The home features four spacious bedrooms, providing ample room for family living or",2200.0
,house,"4 BHK House for Sale in Sodala, Jaipur",sodala, Sodala,25000000.0,100000.0,250,4.0,2.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,unfurnished,,,26.898732549095648,75.77566623687744,https://www.squareyards.com/resale-4-bhk-250-sq-ft-independent-house-in-sodala/8688794,"Discover your dream home in the vibrant locality of Sodala, Jaipur! This independent house, available for sale at a competitive price of  crore, offers an impressive living space of 250 square feet, perfectly designed to accommodate your familys needs.With four spacious bedrooms and two wellappointed bathrooms, this residence is ideal for families seeking comfort and  on the ground",250.0
,house,"3 BHK House for Sale in Nirman Nagar, Jaipur",nirman nagar, Nirman Nagar,16000000.0,16016.0,999,3.0,2.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,semi-furnished,Ready To Move,Marble Flooring,26.88293338645162,75.75389675796032,https://www.squareyards.com/resale-3-bhk-111-sq-yd-independent-house-in-nirman-nagar/8954880,"Live a life of comfort and convenience in this semi-furnished 3-bedroom, 2-bathroom independent house located in the prime area of Nirman Nagar, Jaipur, available for sale at 1.6 Crore.This home is situated within a gated society, offering a safe and secure environment with round-the-clock security, an attached market, restaurants, a medical facility, ATMs, a food court, and a first aid",999.0
,house,"3 BHK House for Sale in Sodala, Jaipur",sodala, Sodala,10000000.0,10683.0,936,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,unfurnished,Ready To Move,,26.90292,75.76778,https://www.squareyards.com/resale-3-bhk-104-sq-yd-independent-house-in-sodala/8562472,"Discover the perfect blend of comfort and convenience in this charming independent house located in the vibrant locality of Sodala, Jaipur.Priced at 1 Cr, this spacious home spans an area of 104 Square Yards, offering ample room for families or individuals looking for a cozy yet functional living space. With three wellappointed bedrooms and three bathrooms, this residence caters to",936.0
,house,"3 BHK House for Sale in Jawahar Nagar, Jaipur",central jaipur, Jawahar Nagar,50000000.0,20807.0,2403,3.0,2.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Servant Room,0.0,1.0,0.0,0.0,semi-furnished,Ready To Move,,26.8892813055381,75.8360420912504,https://www.squareyards.com/resale-3-bhk-servant-room-267-sq-yd-independent-house-in-jns3-h4s-brisja/8669337,"Nestled in the serene locality of Jawahar Nagar, Jaipur, this independent house offers an exquisite blend of comfort and convenience, making it an ideal choice for families and investors alike.Spanning across a generous area of 267 square yards, this property presents a spacious layout featuring three wellappointed bedrooms and two bathrooms, catering to the needs of a modern household. The",2403.0
MJB Prime,house,"3 BHK House for Sale in Hathoj, Jaipur",other, Hathoj,6500000.0,3611.0,1800,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-independent-house-in-mjb-prime/9094296,111 gaj 3 BHK Full duplex kishor pura hathoj me Rs 65 lacMob 316,1800.0
RR Homes Kishorpura,house,"3 BHK House for Sale in Kishorpura, Jaipur",kishorpura, Kishorpura,5800000.0,2900.0,2000,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-2000-sq-ft-independent-house-in-rr-homes-kishorpura/9039045,20*50  111 gaj 3 BHK kishor pura hathoj Rs 58 lacMob 316,2000.0
VRB The platinum,house,"4 BHK House for Sale in Kishorpura, Jaipur",kishorpura, Kishorpura,4700000.0,2238.0,2100,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-2100-sq-ft-independent-house-in-vrb-the-platinum/8370782,88 Gaj 4 BHK Full duplex kishor pura road hathoj me kedia sosyti Rs 48 lacMob no 316,2100.0
Ansal Sushant City II,house,"3 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,13500000.0,5000.0,2700,3.0,3.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-2700-sq-ft-independent-house-in-ansal-sushant-city-ii/9056751,170 gaj 90 b Ansal shushant city 2 kalwar road machwa jaipur rajasthan 21*65. 170 gajRs 1.35 crMob 316,2700.0
Ganpatis Paradise City,house,"3.5 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,7000000.0,3888.0,1800,3.5,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-5-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-independent-house-in-ganpatis-paradise-city/8923932,20*60. 134 gaj 90 b ganpati paradise KALWAR ROAD machwa jaipur Rs 70 lacMob no 316,1800.0
Yadupati Era First,house,"4 BHK House for Sale in Gokulpura, Jaipur",gokulpura, Gokulpura,7800000.0,3714.0,2100,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,,,2100.0
Ansal Sun City,house,"3 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,500000.0,384.0,1300,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-1300-sq-ft-independent-house-in-ansal-sun-city/9160147,71 gaj 3 BHK Full duplex all facilities available in the villa gated colony ansal shushant city 2 me Rs 50 lacMob 316,1300.0
,house,"3 BHK House for Sale in Kalwar Road, Jaipur",kalwar road, Kalwar Road,13500000.0,3857.0,3500,3.0,3.0,Built-up Area,1 Covered + 2 Open,1.0,2.0,Pooja Room,1.0,0.0,0.0,0.0,furnished,Ready To Move,,26.962124644076244,75.66145073622465,https://www.squareyards.com/resale-3-bhk-pooja-room-3500-sq-ft-independent-house-in-kalwar-road/9364524,"Imagine a life of comfort and convenience in this fully furnished 3-bedroom, 3-bathroom independent house located on Kalwar Road in Jaipur, available for 1.35 crore.Spanning a generous 3500 square feet, this property offers a road view and boasts an impressive array of amenities designed for modern living. You will find everything from a kids` play area and jogging track to",3500.0
,house,"6 BHK House for Sale in Muralipura, Jaipur",muralipura, Muralipura,38000000.0,22822.0,1665,6.0,5.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room,1.0,0.0,0.0,0.0,furnished,Ready To Move,,26.977601974394968,75.76391883194447,https://www.squareyards.com/resale-6-bhk-pooja-room-185-sq-yd-independent-house-in-indipendent-house-murlipu/8682342,"Discover an exceptional opportunity to own a stunning independent house in the vibrant locality of Muralipura, Jaipur, offered at an attractive price of  crore.Spanning across a generous area of 185 square yards, this beautifully furnished residence is designed to cater to all your modern living needs, making it an ideal choice for families seeking comfort and convenience. This impressive",1665.0
,house,"3 BHK House for Sale in Mansarovar, Jaipur",mansarovar, Mansarovar,9000000.0,12500.0,720,3.0,2.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,unfurnished,Ready To Move,Marble Flooring,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-3-bhk-72-sq-mt-independent-house-in-mansarovar/8474347,"Discover the perfect blend of comfort and convenience with this stunning independent house located in the prime locality of Vijay Path, Mansarovar, Jaipur.Priced at an attractive 90 lakh, this property is not just a house  its a home designed for families seeking safety and affordability in a vibrant community. With a generous area of 72 square meters, this unfurnished",720.0
,house,"4 BHK House for Sale in Dhawas, Jaipur",dhawas, Dhawas,36100000.0,20055.0,1800,4.0,6.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.889932883043823,75.72211023420095,,,1260.0
,house,"5 BHK House for Sale in Chitrakoot, Jaipur",chitrakoot, Chitrakoot,67500000.0,12980.0,5200,5.0,5.0,Built-up Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,26.90080969534037,75.73891762644053,,,5200.0
,house,"6+ BHK House for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,140000000.0,14000.0,10000,6.0,6.0,Built-up Area,3 Covered + 2 Open,3.0,2.0,Pooja Room +3,1.0,0.0,0.0,3.0,furnished,Ready To Move,,26.918456870417,75.7502315193415,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-study-room-extra-room-10000-sq-ft-independent-house-in-jaipur-property-n-dream-h/9113561,"Consider an expansive and luxurious lifestyle in Jaipur Vaishali Nagar, where this magnificent furnished independent house is available for sale at 14 crore.Spread across a generous 10,000 square feet, this residence boasts six or more bedrooms, providing ample space for a large family or for hosting guests. The home comes fully furnished, meaning you can move in and start enjoying",10000.0
VRB The platinum,house,"4 BHK House for Sale in Kishorpura, Jaipur",kishorpura, Kishorpura,4900000.0,2722.0,1800,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-independent-house-in-vrb-the-platinum/8616650,98 Gaj 4 BHK Full duplex house kishor pura road hathoj 49 lac meMob 316,1800.0
Vinayak Residency Shri Kishanpura,house,"3 BHK House for Sale in Shri Kishanpura, Jaipur",shri kishanpura, Shri Kishanpura,5700000.0,2590.0,2200,3.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-2200-sq-ft-independent-house-in-vinayak-residency-shri-kishanpura/8723139,100 Gaj 3 bhk full duplex villa kishor pura road hathoj me Rs 57 lacMob 316,2200.0
RR Homes Kishorpura,house,"4 BHK House for Sale in Kishorpura, Jaipur",kishorpura, Kishorpura,4800000.0,2181.0,2200,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-2200-sq-ft-independent-house-in-rr-homes-kishorpura/8408711,100 gak kediya sosyti Kishore pura road hathoj Rs 50 lacMob 316,2200.0
Riyasat Tarang,house,"4 BHK House for Sale in Hathoj, Jaipur",other, Hathoj,7500000.0,3571.0,2100,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,,,2100.0
Govind Sarover,house,"4 BHK House for Sale in Hathoj, Jaipur",other, Hathoj,6500000.0,3611.0,1800,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,,,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-1800-sq-ft-independent-house-in-govind-sarover/8963686,100 gaj 4 BHK Full duplex house hathoj me sirshi road Rs 65 lacMob 316,1800.0
MJB Prime,house,"3 BHK House for Sale in Hathoj, Jaipur",other, Hathoj,7300000.0,4055.0,1800,3.0,3.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,semi-furnished,Ready To Move,Marble Flooring,,,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-independent-house-in-mjb-prime/9350390,95 gaj 3 BHK Full duplex house kalwar road hathoj me Rs 73 lacMob 316,1800.0
,house,"6+ BHK House for Sale in Mansarovar Extension, Jaipur",mansarovar, Mansarovar Extension,100000000.0,24636.0,4059,6.0,6.0,Plot Area,3 Covered + 1 Open,3.0,1.0,Pooja Room +3,1.0,0.0,0.0,3.0,semi-furnished,Ready To Move,,26.87122821423522,75.74024263769388,,,2841.3
,house,"6 BHK House for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,50000000.0,23148.0,2160,6.0,6.0,Plot Area,2 Covered + 1 Open,2.0,1.0,Pooja Room +2,1.0,0.0,0.0,2.0,furnished,Ready To Move,,26.9152652399788,75.7174364849925,https://www.squareyards.com/resale-6-bhk-pooja-room-study-room-extra-room-240-sq-yd-independent-house-in-jaipur-property-n-dream-h/9185527,"Live your dream life in this magnificent 6-bedroom, 6-bathroom independent house in Jaipur desirable Sirsi Road area, offered for sale at 50 crore.Spanning 240 square yards with a prime road view, this furnished home is perfect for those who appreciate luxury and convenience. You will have access to an impressive range of amenities, including kids` play areas, an attached market,",1512.0
,house,"6 BHK House for Sale in Mansarovar, Jaipur",mansarovar, Mansarovar,65100000.0,10015.0,6500,6.0,6.0,Built-up Area,2 Covered + 2 Open,2.0,2.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.863911417574645,75.75304750353098,https://www.squareyards.com/resale-6-bhk-6500-sq-ft-independent-house-in-jaipur-property-ndream-ho/9381078,"This impressive 6-bedroom independent house in Mansarovar, Jaipur, offers a spacious 6500 square feet of furnished living space, perfect for a growing family or those who love to entertain, and its available now for 6.51 crore.Enjoy the convenience of a road view from your home, and take advantage of the extensive amenities including a gymnasium, kids` play areas, an attached",6500.0
,house,"5 BHK House for Sale in Jawahar Nagar, Jaipur",central jaipur, Jawahar Nagar,37000000.0,9250.0,4000,5.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,Study Room,0.0,0.0,1.0,0.0,semi-furnished,Ready To Move,,26.8840159190711,75.83352886140347,https://www.squareyards.com/resale-5-bhk-study-room-4000-sq-ft-independent-house-in-jns4-h4s-bneear/9026460,"For Sale a Well maintained double story house in a prime, posh residential neighborhood. This elegant home features spacious interiors, modern amenitie. With spacious bedrooms and bathrooms, and a large living area, it offers luxury and comfort. Located in a sought after area with excellent connectivity, schools, and shopping nearby. Perfect for families seeking an upscale lifestyle.",4000.0
